model_name,mean,std
lgbm_100_lr_003_depth_5_leaves_32,0.8226494450723536,0.03335055543536292
lgbm_100_lr_005_depth_5_leaves_32,0.8248604696562596,0.03218525453871778
lgbm_100_lr_007_depth_5_leaves_32,0.8238803902107991,0.03374382009963114
lgbm_100_lr_01_depth_5_leaves_32,0.8204611570488545,0.037407352553870135
lgbm_50_lr_003_depth_5_leaves_32,0.8308334924880585,0.038607233087114216
lgbm_50_lr_005_depth_5_leaves_32,0.8272415461995456,0.040109255844700285
lgbm_50_lr_007_depth_5_leaves_32,0.8261402772164488,0.03325461955374448
lgbm_50_lr_01_depth_5_leaves_32,0.8213697500209616,0.030778893507315056
