model_name,mean_score,std_score,best_artifact_path
lgbm_50_lr_003_depth_5_leaves_32,0.8308334924880585,0.038607233087114216,trained_models/lightgbm_st_gr_kfold_lr_search_d5_l32_n50_n100/lgbm_50_lr_003_depth_5_leaves_32_BEST.joblib
