model_name,mean_score,std_score,best_artifact_path
xgb_50_lr_005_depth_3_mcw_1,0.828353400423557,0.037681755317222045,trained_models/33_xgboost_st_gr_kfold_min_child_weight_search_50_lr005_d3/xgb_50_lr_005_depth_3_mcw_1_BEST.joblib
