model_name,model_type,fold,params,metric,score
lgbm_100_lr_005_depth_5_leaves_32,lightgbm,4,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 5, 'num_leaves': 32, 'objective': 'binary'}",accuracy,0.7861271676300579
lgbm_200_lr_005_depth_5_leaves_32,lightgbm,4,"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 5, 'num_leaves': 32, 'objective': 'binary'}",accuracy,0.7803468208092486
lgbm_300_lr_005_depth_5_leaves_32,lightgbm,4,"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 5, 'num_leaves': 32, 'objective': 'binary'}",accuracy,0.7803468208092486
lgbm_500_lr_005_depth_5_leaves_32,lightgbm,4,"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 5, 'num_leaves': 32, 'objective': 'binary'}",accuracy,0.7861271676300579
lgbm_800_lr_005_depth_5_leaves_32,lightgbm,4,"{'n_estimators': 800, 'learning_rate': 0.05, 'max_depth': 5, 'num_leaves': 32, 'objective': 'binary'}",accuracy,0.7803468208092486
lgbm_50_lr_005_depth_4_leaves_16,lightgbm,4,"{'n_estimators': 50, 'learning_rate': 0.05, 'max_depth': 4, 'num_leaves': 16, 'objective': 'binary'}",accuracy,0.7745664739884393
lgbm_100_lr_005_depth_4_leaves_16,lightgbm,4,"{'n_estimators': 100, 'learning_rate': 0.05, 'max_depth': 4, 'num_leaves': 16, 'objective': 'binary'}",accuracy,0.7861271676300579
lgbm_200_lr_005_depth_4_leaves_16,lightgbm,4,"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 4, 'num_leaves': 16, 'objective': 'binary'}",accuracy,0.7803468208092486
lgbm_300_lr_005_depth_4_leaves_16,lightgbm,4,"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 4, 'num_leaves': 16, 'objective': 'binary'}",accuracy,0.7803468208092486
lgbm_500_lr_005_depth_4_leaves_16,lightgbm,4,"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 4, 'num_leaves': 16, 'objective': 'binary'}",accuracy,0.7803468208092486
lgbm_800_lr_005_depth_4_leaves_16,lightgbm,4,"{'n_estimators': 800, 'learning_rate': 0.05, 'max_depth': 4, 'num_leaves': 16, 'objective': 'binary'}",accuracy,0.7687861271676301
