model_name,mean_score,std_score,best_artifact_path
rf_100_depth_5_leaf_3_mf_log2,0.8350124875278147,0.03864313893579286,trained_models/rf_st_gr_kfold_max_features_d5_l3_n_est_100/rf_100_depth_5_leaf_3_mf_log2_BEST.joblib
