model_name,mean,std
logistic_regression_no_regularization,0.8248948590797817,0.018594718965265905
logreg_elasticnet,0.8282719226664993,0.01631619538976714
logreg_l1,0.8069612704789405,0.0074297348931699515
logreg_l2,0.8293892411022534,0.01431493661438312
